Series	year	month	day	data_recorder	data_collector	boat_driver	starttime_hour	starttime_min	endtime_hour	endtime_min	site	surfacetemp_fishfinder_farenheit	depth_ft	airtemp_c	percentcloudcover	precipitation	precip_type	windspeed_kmh	wind_direction	hightide1_hour	hightide1_min	hightide1_m	lowtide1_hour	lowtide1_min	lowtide1_m	hightide2_hour	hightide2_min	hightide2_m	lowtide2_hour	lowtide2_min	lowtide2_m	tek_plants	tek_birds	tek_amphibians	tek_invertebrates	gateactivity1_type	gateactivity1_hour	gateactivity1_min	gateactvity1_notes	gateactivity2_type	gateactivity2_hour	gateactivity2_min	gateactivity2_notes	gateactivity3_type	gateactivity3_hour	gateactivity3_min	gateactivity3_notes	gateactivity4_type	gateactivity4_hour	gateactivity4_min	gateactivity4_notes	gear_type	net_material	meshsize_inch	eelpotnumber	eelpot_bait	eelpot_baittype	gps_waypoint_in	utm_in_zone	utm_in_n	utm_in_e	utm_out_n	utm_out_e	gearnumber_set	set_number	newsetnum	timein_year	timein_month	timein_day	timein_hour	timein_min	timeout_month	timeout_day	timeout_hour	timeout_min	capture	common_name	species_name	unknown_species_note	fl_cm	tl_cm	sex	weight_g	abundance	notes	notes2
6751	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	22	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	48.5	NA	NA	1	NA	NA
6752	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	23	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	50	NA	NA	1	NA	NA
6753	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	24	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	44.5	NA	NA	1	NA	NA
6754	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	25	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	32	NA	NA	1	NA	NA
6755	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	26	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	46	NA	NA	1	NA	NA
6756	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	27	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	39	NA	NA	1	NA	NA
6757	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	28	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	47	NA	NA	1	NA	NA
6758	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	29	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	47	NA	NA	1	NA	NA
5489	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2017	7	3	6	26	7	3	7	3	Y	Striped Bass	Morone saxatilis	NA	48	51.5	NA	NA	1	NA	NA
5490	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2017	7	3	6	26	7	3	7	3	Y	Striped Bass	Morone saxatilis	NA	35	39	NA	NA	1	NA	NA
5491	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	2017	7	3	7	8	7	3	7	49	Y	Striped Bass	Morone saxatilis	NA	34	36	NA	NA	1	NA	NA
5492	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	2017	7	3	7	8	7	3	7	49	Y	Striped Bass	Morone saxatilis	NA	34	35.8	NA	NA	1	NA	NA
5493	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	2017	7	3	7	8	7	3	7	49	Y	Alewife	Alosa pseudoharengus	NA	19	20.9	NA	NA	1	NA	NA
5494	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	2017	7	3	7	50	7	3	8	37	Y	Striped Bass	Morone saxatilis	NA	NA	NA	NA	NA	1	1 NA	NA
5495	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	2017	7	3	6	27	7	3	7	2	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5496	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	2017	7	3	7	9	7	3	7	43	Y	Striped Bass	Morone saxatilis	NA	48.5	50	NA	NA	1	NA	NA
5497	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	2017	7	3	7	9	7	3	7	43	Y	Striped Bass	Morone saxatilis	NA	74.5	78	NA	NA	1	NA	NA
5498	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	NA	2017	7	3	7	51	7	3	8	35	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5499	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA	2017	7	3	6	28	7	3	6	58	Y	Striped Bass	Morone saxatilis	NA	55	57	NA	NA	1	NA	NA
5500	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	NA	2017	7	3	6	28	7	3	6	58	Y	Striped Bass	Morone saxatilis	NA	83	88.5	NA	NA	1	NA	NA
5501	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	NA	2017	7	3	7	12	7	3	7	40	Y	Striped Bass	Morone saxatilis	NA	55	58.5	NA	NA	1	NA	NA
5502	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	NA	2017	7	3	7	57	7	3	8	30	Y	Striped Bass	Morone saxatilis	NA	NA	NA	NA	NA	1	1 N/A	NA
5503	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	NA	2017	7	3	6	30	7	3	6	56	Y	Striped Bass	Morone saxatilis	NA	51.5	55.6	NA	NA	1	NA	NA
5504	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	NA	2017	7	3	7	15	7	3	7	38	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5505	2017	7	3	Zhe Yang	Maja Reinhartsen	Darren Porter	5	36	9	29	Tideside	68	13	18.9	60	N	NA	6	SSW	9	30	6.7	3	20	1.6	21	55	7	15	40	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3	NA	2017	7	3	8	3	7	3	8	28	Y	American Shad	Alosa sapidissima	NA	47.5	54	NA	NA	1	NA	NA
6759	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	30	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	39	NA	NA	1	NA	NA
6760	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	31	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	40	NA	NA	1	NA	NA
6761	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	32	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	35	NA	NA	1	NA	NA
6762	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	33	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	47	NA	NA	1	NA	NA
6763	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	34	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	38	NA	NA	1	NA	NA
6764	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	35	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	42	NA	NA	1	NA	NA
6765	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	36	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	36	NA	NA	1	NA	NA
6766	2017	10	3	Anna Murphy	Hannah Gillam	Darren Porter	11	32	14	41	Lakeside	61.1	13.2	14.4	15	N	NA	37	WSW	11	38	7.1	5	28	-1.9	23	59	7.3	17	51	-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eelpot	NA	NA	26	Y	Gaspereau	NA	NA	NA	NA	NA	NA	2	1	NA	2017	10	3	11	39	10	3	14	23	Y	American Eel	Anguilla rostrata	NA	NA	38.5	NA	NA	1	NA	NA
5514	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	NA	2017	7	6	9	4	7	6	9	44	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5515	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2	NA	2017	7	6	9	45	7	6	10	22	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5516	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	3	NA	2017	7	6	10	23	7	6	11	6	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5517	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	NA	2017	7	6	9	6	7	6	9	43	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5518	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	2	NA	2017	7	6	9	47	7	6	10	20	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5519	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	3	NA	2017	7	6	10	25	7	6	11	5	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5520	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1	NA	2017	7	6	9	8	7	6	9	42	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5521	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	2	NA	2017	7	6	9	48	7	6	10	19	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5522	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	3	NA	2017	7	6	10	27	7	6	11	4	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5523	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	1	NA	2017	7	6	9	11	7	6	9	40	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5524	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	2	NA	2017	7	6	9	51	7	6	10	18	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5525	2017	7	6	Lita O'Halloran	Maja Reinhartsen	Darren Porter	8	0	11	56	Lakeside	72.7	13.2	19.1	5	N	NA	3.3	SE	12	0	6.7	5	50	1.9	NA	NA	NA	18	5	1.6	NA	NA	NA	NA	closed	8	0	gates closed entire time	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	3	NA	2017	7	6	10	29	7	6	11	3	N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5526	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2017	7	10	11	52	7	10	12	34	Y	Striped Bass	Morone saxatilis	NA	35	37.5	NA	NA	1	NA	NA
5527	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2017	7	10	11	52	7	10	12	34	Y	Striped Bass	Morone saxatilis	NA	34	36.4	NA	NA	1	NA	NA
5528	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2017	7	10	11	52	7	10	12	34	Y	Striped Bass	Morone saxatilis	NA	34.2	37.2	NA	NA	1	NA	NA
5529	2017	7	10	Lita O'Halloran	Maja Reinhartsen	Darren Porter	11	0	15	6	Tideside	69.6	36	27.6	15	N	NA	6.6	NNW	2	10	7.5	8	30	2.3	14	35	7	20	40	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gillnet	Nylon	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2017	7	10	11	52	7	10	12	34	Y	Striped Bass	Morone saxatilis	NA	35.3	38.3	NA	NA	1	NA	NA
